mid,play_passion_7days,pay_passion_7days,label_score_7days,play_passion_30days,pay_passion_30days,label_score_30days
18514303,5,0,9,3,0,9
18515359,14,0,8,16,0,8
18515515,38,0,8,34,0,8
18516195,35,0,8,57,0,8
18516315,11,0,8,11,0,8
18517197,5,0,9,2,0,9
18517687,37,0,8,38,18,5
18517721,13,0,8,16,0,8
18521677,29,0,8,24,0,8
18524825,40,0,8,75,0,6
18524933,32,5,8,55,19,5
18525567,5,0,9,4,0,9
18531047,89,0,6,88,0,6
18534617,10,0,8,3,0,9
18536775,4,0,9,7,0,9
18548721,61,0,6,56,0,8
18548967,59,0,8,55,0,8
18565035,70,0,6,31,3,8
18572001,19,0,8,11,0,8
18578551,67,0,6,80,0,6
18579065,9,0,9,32,0,8
18579269,49,0,8,20,0,8
18580623,6,9,9,18,14,5
18581769,56,0,8,72,0,6
18581803,40,0,8,17,0,8
18582237,38,9,8,11,5,8
18586163,4,0,9,25,0,8
18587349,5,0,9,2,0,9
18590293,47,0,8,53,0,8
18591313,7,0,9,33,23,5
18595065,50,0,8,17,0,8
18597953,65,0,6,80,0,6
18598267,21,0,8,55,0,8
18598371,8,0,9,7,0,9
18602107,NULL,NULL,NULL,45,0,8
18603613,27,0,8,22,0,8
18613315,21,0,8,45,0,8
18616129,54,0,8,12,0,8
18618585,4,0,9,10,0,8
18624361,4,0,9,3,0,9
18624829,4,0,9,6,10,7
18630803,37,0,8,41,0,8
18631669,25,0,8,37,0,8
18635133,15,26,5,16,15,5
18639381,NULL,NULL,NULL,2,0,9
18640599,14,0,8,4,0,9
18648063,4,0,9,11,0,8
18650273,NULL,NULL,NULL,32,0,8
18653253,34,0,8,36,0,8
18656931,27,0,8,88,0,6
18657365,38,0,8,50,0,8
18660285,9,0,9,13,0,8
18662189,NULL,NULL,NULL,2,0,9
18668727,49,0,8,66,0,6
18673399,5,0,9,12,0,8
18674831,5,0,9,3,0,9
18676615,24,0,8,14,0,8
18677177,42,0,8,50,0,8
18677909,22,0,8,26,0,8
18679435,43,0,8,37,0,8
18683177,69,0,6,71,0,6
18684311,5,0,9,2,0,9
18687155,4,0,9,3,0,9
18687527,34,0,8,20,0,8
18688375,NULL,NULL,NULL,2,0,9
18688861,21,0,8,19,0,8
18700691,5,0,9,18,0,8
18701191,11,0,8,26,0,8
18703943,5,0,9,7,0,9
18704351,10,0,8,27,0,8
18710689,5,0,9,45,0,8
18713093,20,0,8,35,0,8
18713459,47,0,8,59,0,8
18716747,4,0,9,7,0,9
18717513,10,0,8,15,0,8
18728169,18,0,8,9,10,7
18731911,34,5,8,27,3,8
18732693,82,0,6,68,0,6
18734843,15,0,8,9,0,9
18740701,29,0,8,17,0,8
18751037,4,0,9,2,0,9
18754825,40,0,8,62,0,6
18755859,26,0,8,25,0,8
18760163,39,0,8,55,0,8
18764153,63,0,6,58,0,8
18766289,44,0,8,74,0,6
18766981,36,0,8,60,0,6
18767357,35,0,8,77,0,6
18769515,22,0,8,27,0,8
18781917,73,0,6,69,9,6
18782999,5,0,9,9,0,9
18783389,5,0,9,3,0,9
18783955,4,0,9,2,0,9
18788857,4,0,9,2,0,9
18796467,10,0,8,27,0,8
18800933,10,0,8,5,0,9
18802271,22,0,8,22,0,8
18805667,4,0,9,5,0,9
18809045,16,0,8,37,0,8
18810269,85,44,3,60,48,3
18811715,9,0,9,13,0,8
18818201,5,0,9,3,0,9
18818497,17,0,8,36,0,8
18820043,52,0,8,47,0,8
18820441,21,0,8,6,0,9
18822157,11,0,8,30,0,8
18822337,5,18,7,11,10,5
18822549,4,0,9,3,0,9
18828749,56,0,8,56,0,8
18830333,15,0,8,19,0,8
18834193,5,0,9,7,0,9
18834807,54,0,8,52,0,8
18835683,10,0,8,5,0,9
18835735,10,0,8,3,0,9
18836385,96,52,3,44,35,5
18837687,NULL,NULL,NULL,35,0,8
18837967,50,0,8,52,0,8
18844815,NULL,NULL,NULL,9,0,9
18848421,11,0,8,23,0,8
18848521,61,0,6,65,22,3
18858613,5,0,9,3,0,9
18859585,77,0,6,33,0,8
18861591,62,0,6,57,5,8
18862671,8,0,9,19,0,8
18863133,20,0,8,32,0,8
18867053,94,0,6,83,0,6
18871423,30,0,8,41,3,8
18874071,25,0,8,50,0,8
18876883,81,9,6,21,10,5
18879475,89,0,6,61,0,6
18880761,58,0,8,73,5,6
18880915,4,0,9,3,0,9
18881183,NULL,NULL,NULL,14,0,8
18884609,5,0,9,4,0,9
18885343,79,0,6,70,5,6
18886839,5,0,9,9,0,9
18890185,6,0,9,2,0,9
18890827,5,0,9,3,0,9
18891017,83,0,6,80,0,6
18892483,51,0,8,42,0,8
18892883,5,0,9,3,0,9
18894241,NULL,NULL,NULL,2,0,9
18895835,9,0,9,29,0,8
18896739,95,0,6,98,0,6
18897893,9,0,9,44,0,8
18898433,5,0,9,31,0,8
18898839,4,0,9,7,0,9
18899063,28,0,8,25,0,8
18899097,5,0,9,9,0,9
18900707,27,0,8,54,0,8
18902931,5,0,9,16,0,8
18906825,4,0,9,5,0,9
18907435,35,0,8,15,0,8
18908909,39,0,8,51,0,8
18909899,26,0,8,17,0,8
18909961,56,0,8,26,0,8
18911833,62,0,6,64,0,6
18914427,5,0,9,19,0,8
18916221,35,0,8,30,0,8
18916513,9,0,9,41,0,8
18916521,5,0,9,6,0,9
18917171,22,13,5,7,7,9
18918239,22,9,8,41,37,5
18919115,5,0,9,13,0,8
18919347,14,0,8,8,0,9
18921021,NULL,NULL,NULL,7,0,9
18922951,9,0,9,5,0,9
18924967,4,0,9,12,0,8
18926441,5,9,9,3,5,9
18928013,40,9,8,24,5,8
18928451,38,0,8,50,0,8
18929021,93,0,6,90,0,6
18930521,15,0,8,16,0,8
18931511,10,0,8,27,0,8
18932557,5,0,9,10,0,8
18934431,61,0,6,53,0,8
18934853,39,0,8,51,0,8
18937287,19,0,8,25,0,8
18939133,4,0,9,17,11,5
18940427,6,0,9,10,0,8
18942103,21,0,8,27,0,8
18942345,5,0,9,3,0,9
18943819,97,0,6,95,0,6
18945769,9,0,9,13,0,8
18948121,85,24,3,31,14,5
18950993,26,0,8,24,0,8
18952107,22,0,8,18,0,8
18955437,17,0,8,10,0,8
18955785,60,0,6,72,21,3
18958061,52,0,8,37,0,8
18959387,4,0,9,2,0,9
18961231,42,0,8,60,59,3
18965239,51,0,8,24,0,8
18965485,64,0,6,76,0,6
18965735,45,0,8,77,35,3
18966901,4,0,9,3,0,9
18974035,67,0,6,75,0,6
18979617,4,0,9,3,0,9
18982323,55,0,8,73,0,6
18983519,53,0,8,50,0,8
18983925,19,0,8,40,0,8
18985057,4,0,9,2,0,9
18986419,4,0,9,4,0,9
18986469,43,0,8,32,0,8
18986517,4,0,9,8,0,9
18987811,40,0,8,39,0,8
18987857,23,0,8,16,0,8
18989455,24,0,8,44,0,8
18991385,5,0,9,7,0,9
18992355,4,0,9,16,0,8
18997951,54,0,8,30,0,8
18999151,77,0,6,84,0,6
19001199,58,43,5,15,27,5
19001417,9,5,9,3,3,9
19001475,5,0,9,19,0,8
19002799,20,0,8,17,23,5
19003093,4,0,9,11,0,8
19005743,28,0,8,20,0,8
19006201,66,9,6,70,40,3
19008543,7,0,9,21,0,8
19008601,5,0,9,2,0,9
19011459,45,0,8,13,0,8
19012247,87,41,3,87,35,3
19014455,14,0,8,19,0,8
19014887,78,39,3,82,45,3
19018913,99,62,1,60,47,3
19019569,4,0,9,2,0,9
19021235,69,0,6,59,0,8
19021993,38,0,8,59,0,8
19024301,15,0,8,13,0,8
19025279,NULL,NULL,NULL,2,0,9
19026733,58,0,8,67,0,6
19027773,46,0,8,42,0,8
19028443,90,0,6,79,0,6
19030357,NULL,NULL,NULL,2,0,9
19032625,4,0,9,20,0,8
19032661,4,0,9,13,63,2
19034507,40,0,8,39,0,8
19036069,50,5,8,58,3,8
19037051,36,0,8,51,0,8
19037121,10,0,8,3,0,9
19041235,4,0,9,2,0,9
19041417,73,0,6,91,0,6
19042667,25,0,8,10,0,8
19045669,95,0,6,83,0,6
19045723,5,0,9,39,5,8
19048931,6,0,9,14,0,8
19053937,59,0,8,51,3,8
19055839,13,0,8,15,0,8
19058245,8,0,9,4,0,9
19058679,16,0,8,15,0,8
19060063,14,0,8,29,0,8
19060539,20,0,8,16,0,8
19061325,85,0,6,85,0,6
19064113,5,0,9,3,0,9
19065065,5,0,9,31,0,8
19065459,9,0,9,27,0,8
19068467,38,0,8,35,0,8
19070797,30,0,8,54,0,8
19072609,38,0,8,14,0,8
19074995,15,0,8,32,0,8
19075413,50,9,8,88,64,1
19075949,51,0,8,48,0,8
19078139,32,0,8,23,0,8
19079575,5,0,9,3,0,9
19081791,35,5,8,9,3,9
19087187,83,0,6,61,0,6
19089725,4,0,9,2,0,9
19090617,26,0,8,54,0,8
19091249,14,0,8,13,0,8
19100433,38,0,8,49,0,8
19101527,28,0,8,34,0,8
19101573,47,0,8,58,0,8
19103147,9,0,9,28,0,8
19103881,5,0,9,8,0,9
19105223,10,0,8,21,0,8
19105817,7,0,9,65,0,6
19109469,5,0,9,8,0,9
19110299,9,0,9,3,0,9
19116207,36,0,8,47,0,8
19117365,37,0,8,14,0,8
19119379,4,0,9,3,0,9
19123077,83,0,6,88,21,3
19123573,70,0,6,68,0,6
19123791,4,0,9,2,0,9
19125681,30,0,8,54,0,8
19132685,5,0,9,37,0,8
19134377,26,0,8,19,0,8
19141457,82,52,3,69,47,3
19142885,6,0,9,2,0,9
19142915,37,0,8,41,0,8
19145239,5,0,9,12,0,8
19145363,NULL,NULL,NULL,2,0,9
19145791,4,0,9,2,0,9
19146417,16,0,8,51,0,8
19146709,4,0,9,3,0,9
19147497,10,0,8,40,7,8
19148191,19,0,8,16,7,8
19149511,28,0,8,40,0,8
19151719,NULL,NULL,NULL,3,0,9
19153011,82,0,6,74,0,6
19159033,39,0,8,30,0,8
19161571,9,0,9,9,0,9
19162761,9,9,9,19,7,8
19163581,41,0,8,80,0,6
19168295,68,0,6,24,0,8
19169057,15,0,8,28,0,8
19169613,91,0,6,93,0,6
19172705,4,0,9,2,0,9
19174903,9,0,9,3,0,9
19178379,15,0,8,20,0,8
19183631,5,0,9,8,0,9
19185185,12,0,8,19,0,8
19186639,9,11,7,4,6,9
19189501,42,0,8,55,0,8
19191317,13,0,8,22,0,8
19191333,11,0,8,31,0,8
19192569,21,0,8,39,0,8
19193861,5,0,9,2,0,9
19194747,11,0,8,12,0,8
19194755,15,0,8,26,3,8
19195239,12,0,8,13,5,8
19195991,5,0,9,2,0,9
19200759,50,5,8,71,5,6
19201353,16,0,8,12,0,8
19203851,5,0,9,12,0,8
19204367,14,0,8,4,0,9
19204679,9,0,9,15,0,8
19205503,5,0,9,2,0,9
19205887,69,0,6,50,0,8
19206851,73,0,6,48,0,8
19208313,4,0,9,2,0,9
19209571,14,0,8,7,0,9
19211227,38,0,8,62,0,6
19211733,4,0,9,6,0,9
19211981,20,0,8,26,18,5
19213791,NULL,NULL,NULL,7,0,9
19215543,4,0,9,3,0,9
19217655,9,0,9,6,0,9
19219269,72,0,6,51,0,8
19220017,5,5,9,16,3,8
19220155,34,0,8,42,0,8
19221911,4,0,9,3,0,9
19222437,5,0,9,4,0,9
19223791,NULL,NULL,NULL,15,0,8
19225235,43,0,8,10,0,8
19233149,32,0,8,12,0,8
19235609,7,0,9,11,0,8
19236783,9,0,9,8,0,9
19238985,81,0,6,63,0,6
19240793,96,0,6,87,0,6
19243415,4,0,9,20,0,8
19244083,5,0,9,13,0,8
19244869,NULL,NULL,NULL,2,0,9
19245505,14,0,8,37,0,8
19247363,22,0,8,41,0,8
19249047,12,0,8,6,0,9
19250333,90,0,6,58,0,8
19250949,58,24,5,59,39,5
19254805,33,0,8,34,0,8
19255111,37,0,8,36,0,8
19257371,29,0,8,30,0,8
19260539,9,0,9,14,0,8
19264833,5,0,9,2,0,9
19267133,9,17,7,14,46,5
19269815,70,9,6,63,5,6
19271165,4,0,9,2,0,9
19274307,NULL,NULL,NULL,9,7,9
19275191,43,0,8,58,0,8
19276877,5,0,9,2,0,9
19276991,46,0,8,14,0,8
19278539,14,0,8,34,0,8
19278639,67,0,6,71,19,3
19278853,9,0,9,36,19,5
19282635,44,0,8,51,0,8
19288563,15,0,8,29,0,8
19289119,41,0,8,30,0,8
19289253,10,9,8,9,7,9
19290225,NULL,NULL,NULL,6,0,9
19291441,41,0,8,56,0,8
19293035,4,0,9,2,0,9
19297401,36,0,8,76,0,6
19297697,4,0,9,3,0,9
19298799,77,0,6,70,0,6
19302105,5,0,9,3,0,9
19306859,5,0,9,3,0,9
19308091,10,0,8,5,0,9
19309119,44,0,8,56,0,8
19311695,21,0,8,44,0,8
19311777,6,0,9,2,0,9
19315663,4,0,9,3,0,9
19322887,12,0,8,42,0,8
19330831,21,0,8,6,0,9
19331829,81,0,6,95,0,6
19332081,69,0,6,73,0,6
19332545,8,0,9,24,0,8
19332615,4,0,9,6,0,9
19339903,5,0,9,2,0,9
19340333,21,0,8,48,17,5
19340675,4,0,9,5,0,9
19340751,NULL,NULL,NULL,2,0,9
19341157,NULL,NULL,NULL,2,0,9
19342221,8,0,9,9,0,9
19342517,5,0,9,13,0,8
19342713,4,0,9,9,0,9
19343481,6,0,9,4,0,9
19345945,46,0,8,51,7,8
19346823,10,0,8,17,0,8
19348485,75,17,3,20,9,8
19349535,12,0,8,19,0,8
19354913,28,0,8,50,0,8
19355047,5,0,9,3,0,9
19355287,9,0,9,16,7,8
19356881,19,0,8,32,0,8
19359465,51,0,8,48,0,8
19360777,6,0,9,5,0,9
19361395,10,0,8,11,0,8
19361801,28,0,8,25,0,8
19362145,37,0,8,47,0,8
19368943,4,0,9,7,0,9
19369343,9,0,9,7,0,9
19370215,NULL,NULL,NULL,3,0,9
19370573,23,0,8,41,0,8
19373405,5,0,9,13,0,8
19373807,15,9,8,23,19,5
19377447,13,0,8,6,0,9
19377795,13,0,8,14,0,8
19377869,52,0,8,74,0,6
19385349,76,0,6,75,0,6
19385967,36,0,8,46,0,8
19395307,24,0,8,45,0,8
19399865,NULL,NULL,NULL,27,5,8
19401087,11,0,8,53,5,8
19405675,4,0,9,10,0,8
19407095,5,0,9,2,0,9
19410367,38,0,8,49,0,8
19410467,13,0,8,13,0,8
19410583,15,0,8,9,0,9
19410887,4,0,9,2,0,9
19412879,6,0,9,44,0,8
19413725,33,0,8,24,0,8
19414175,13,0,8,8,0,9
19415925,4,0,9,8,0,9
19417371,19,0,8,34,0,8
19417747,100,0,6,65,0,6
19418335,9,0,9,12,0,8
19425111,4,0,9,2,0,9
19425423,31,0,8,21,0,8
19427701,56,0,8,28,0,8
19429911,5,0,9,9,0,9
19431293,9,0,9,12,0,8
19432567,64,0,6,48,0,8
19438617,80,0,6,68,0,6
19439017,NULL,NULL,NULL,10,0,8
19443529,21,0,8,24,0,8
19450833,51,0,8,56,0,8
19453217,9,0,9,23,0,8
19454599,47,0,8,27,0,8
19455259,44,0,8,42,0,8
19456909,55,0,8,20,0,8
19459731,68,0,6,80,0,6
19462435,55,0,8,48,0,8
19462709,15,0,8,43,0,8
19463487,90,0,6,61,0,6
19464973,13,0,8,20,0,8
19465093,4,0,9,25,5,8
19469199,16,0,8,8,0,9
19469283,69,0,6,67,0,6
19470307,52,0,8,39,0,8
19470337,9,0,9,14,0,8
19474069,4,0,9,4,0,9
19474793,5,0,9,5,0,9
19476845,71,0,6,72,14,3
19477585,13,0,8,5,0,9
19478427,4,0,9,2,0,9
19479053,4,0,9,2,0,9
19479227,15,0,8,8,0,9
19479825,4,0,9,4,0,9
19480507,9,0,9,31,0,8
19480857,21,9,8,22,5,8
19480885,5,0,9,2,0,9
19483035,NULL,NULL,NULL,2,0,9
19485225,9,0,9,7,0,9
19486873,25,0,8,38,0,8
19487735,67,0,6,55,0,8
19488249,5,0,9,2,0,9
19491863,53,0,8,34,3,8
19493883,22,0,8,16,0,8
19494311,13,0,8,36,0,8
19494753,9,0,9,18,5,8
19497315,29,0,8,33,5,8
19499233,4,0,9,5,0,9
19500943,NULL,NULL,NULL,18,0,8
19501295,NULL,NULL,NULL,16,0,8
19502299,45,30,5,42,34,5
19505203,78,0,6,75,0,6
19506907,14,0,8,30,0,8
19509739,37,0,8,54,0,8
19509979,12,0,8,41,0,8
19512083,85,0,6,89,5,6
19516793,17,0,8,48,13,5
19518591,67,0,6,84,0,6
19524223,39,0,8,48,0,8
19525475,30,0,8,34,0,8
19525565,25,0,8,41,0,8
19525715,66,0,6,43,0,8
19525989,NULL,NULL,NULL,2,0,9
19526171,76,0,6,84,0,6
19527587,4,0,9,8,0,9
19528217,22,0,8,47,0,8
19532049,16,0,8,8,0,9
19534777,87,0,6,85,0,6
19536763,50,0,8,50,0,8
19539851,71,0,6,68,0,6
19541133,5,0,9,13,0,8
19547579,4,0,9,2,0,9
19548011,5,0,9,2,0,9
19548489,36,0,8,18,0,8
19549801,24,0,8,71,0,6
19549963,4,0,9,7,0,9
19552105,5,0,9,5,0,9
19554103,82,60,1,52,52,5
19561835,4,0,9,19,0,8
19562323,98,0,6,94,0,6
19563817,78,0,6,40,0,8
19566485,33,0,8,18,0,8
19569389,27,0,8,49,0,8
19570097,35,0,8,36,0,8
19571563,56,0,8,43,0,8
19571845,17,0,8,25,0,8
19572233,4,0,9,3,0,9
19572685,4,0,9,7,6,9
19573341,53,0,8,77,0,6
19576009,32,0,8,28,0,8
19579007,5,0,9,9,0,9
19579093,57,0,8,68,0,6
19581605,21,0,8,20,0,8
19582579,16,0,8,18,0,8
19583603,77,0,6,55,0,8
19584701,81,0,6,76,0,6
19586195,31,0,8,31,0,8
19588193,21,0,8,23,0,8
19590427,NULL,NULL,NULL,2,0,9
19591009,28,0,8,64,0,6
19594725,9,0,9,16,15,5
19600165,20,0,8,10,0,8
19602067,33,0,8,48,0,8
19602175,63,0,6,71,0,6
19603205,10,0,8,22,0,8
19605045,38,0,8,50,0,8
19605471,52,0,8,57,0,8
19608065,10,0,8,10,0,8
19609043,14,0,8,44,0,8
19610065,13,0,8,35,0,8
19615529,10,0,8,10,0,8
19615851,55,0,8,45,0,8
19621223,53,24,5,17,17,5
19622449,23,0,8,54,0,8
19622863,82,0,6,83,0,6
19625059,28,0,8,47,0,8
19626455,4,0,9,2,0,9
19627071,5,0,9,26,10,5
19629805,17,0,8,36,0,8
19631893,4,0,9,2,0,9
19636185,44,0,8,16,0,8
19636907,58,0,8,63,0,6
19639265,5,0,9,16,0,8
19641003,47,0,8,50,0,8
19643563,4,0,9,18,0,8
19643767,89,0,6,95,0,6
19644193,41,0,8,64,12,3
19645783,5,0,9,4,0,9
19645975,58,0,8,37,0,8
19648321,27,0,8,34,0,8
19648871,4,0,9,5,0,9
19649579,NULL,NULL,NULL,2,0,9
19651431,36,0,8,76,5,6
19652553,21,0,8,53,0,8
19655189,5,0,9,20,0,8
19655517,NULL,NULL,NULL,26,0,8
19659553,29,0,8,22,0,8
19661225,25,0,8,18,5,8
19665173,NULL,NULL,NULL,9,0,9
19667385,NULL,NULL,NULL,20,0,8
19672597,95,9,6,87,12,3
19672703,18,0,8,11,0,8
19673223,80,0,6,67,0,6
19673443,9,0,9,19,0,8
19674457,48,0,8,69,3,6
19680927,39,0,8,64,0,6
19688505,4,0,9,3,0,9
19692053,5,0,9,3,0,9
19693441,4,0,9,4,0,9
19696269,16,0,8,12,0,8
19699669,9,0,9,28,0,8
19700641,5,0,9,6,0,9
19701347,29,0,8,16,0,8
19701889,10,0,8,12,0,8
19702731,33,0,8,37,0,8
19703267,4,0,9,4,0,9
19709409,14,0,8,29,10,5
19709637,84,0,6,83,0,6
19712515,15,0,8,14,0,8
19715261,5,0,9,3,0,9
19723429,28,0,8,15,0,8
19725221,NULL,NULL,NULL,3,0,9
19727735,27,0,8,43,0,8
19728287,22,0,8,22,0,8
19728305,4,0,9,2,0,9
19728973,82,0,6,79,0,6
19730503,31,18,5,25,31,5
19733425,77,39,3,65,61,1
19735835,96,0,6,88,0,6
19735875,15,0,8,13,0,8
19740397,69,0,6,74,0,6
19740577,26,0,8,50,0,8
19740745,71,0,6,63,6,6
19741907,67,0,6,70,0,6
19744703,28,0,8,30,0,8
19747553,44,0,8,28,0,8
19748027,35,0,8,10,0,8
19748999,17,0,8,6,0,9
19750335,21,0,8,54,0,8
19751759,21,0,8,14,0,8
19752079,16,0,8,8,0,9
19753211,85,9,6,63,5,6
19753937,14,0,8,33,0,8
19754909,26,0,8,48,0,8
19756241,66,5,6,67,3,6
19756359,19,0,8,8,0,9
19757201,38,0,8,54,0,8
19759409,23,0,8,45,0,8
19759573,32,0,8,28,0,8
19763495,15,0,8,26,0,8
19764249,86,47,3,91,51,3
19764567,62,0,6,69,0,6
19764841,55,0,8,34,0,8
19766019,7,0,9,4,0,9
19766407,80,0,6,77,0,6
19775485,80,0,6,89,0,6
19775913,12,0,8,4,0,9
19776957,87,0,6,90,28,3
19777091,58,0,8,28,0,8
19782431,4,0,9,2,0,9
19782589,13,0,8,6,0,9
19784259,9,0,9,3,0,9
19787523,25,0,8,16,0,8
19789389,75,0,6,70,0,6
19789777,37,0,8,56,0,8
19791629,58,0,8,35,0,8
19792641,10,0,8,6,0,9
19792773,4,0,9,4,0,9
19794383,54,0,8,90,0,6
19797359,5,0,9,2,0,9
19798957,40,0,8,25,0,8
19804443,22,0,8,10,0,8
19804561,77,0,6,76,0,6
19805905,22,0,8,61,0,6
19808065,53,0,8,29,0,8
19808797,4,0,9,3,0,9
19809201,15,0,8,6,0,9
19817579,40,0,8,56,0,8
19818269,17,0,8,51,34,5
19819913,69,5,6,57,5,8
19820353,19,0,8,13,0,8
19821653,NULL,NULL,NULL,17,0,8
19824485,9,0,9,5,0,9
19824967,30,0,8,40,24,5
19826333,14,0,8,17,0,8
19826619,24,0,8,15,0,8
19826727,39,0,8,85,0,6
19828863,NULL,NULL,NULL,2,0,9
19834411,5,0,9,2,0,9
19834767,4,0,9,2,0,9
19835191,26,0,8,15,0,8
19835333,9,0,9,18,0,8
19836501,14,0,8,19,0,8
19837321,9,0,9,14,0,8
19837357,39,0,8,29,0,8
19838685,NULL,NULL,NULL,16,0,8
19839159,9,0,9,14,0,8
19841893,70,0,6,72,0,6
19844097,64,0,6,63,0,6
19844303,NULL,NULL,NULL,2,0,9
19844427,12,0,8,14,3,8
19845017,37,0,8,49,0,8
19848211,29,0,8,45,0,8
19848767,4,0,9,9,0,9
19849277,21,0,8,37,14,5
19849573,5,0,9,2,0,9
19849965,18,0,8,10,0,8
19851771,5,9,9,25,18,5
19853877,NULL,NULL,NULL,2,0,9
19854873,40,0,8,63,0,6
19858729,15,0,8,9,0,9
19860467,58,0,8,52,0,8
19861763,5,0,9,51,0,8
19862601,NULL,NULL,NULL,4,0,9
19864273,11,0,8,10,0,8
19865235,47,0,8,66,0,6
19865331,5,0,9,28,5,8
19866025,90,0,6,87,0,6
19866813,NULL,NULL,NULL,2,0,9
19868087,4,0,9,2,0,9
19869849,56,0,8,46,0,8
19872463,19,0,8,28,9,8
19875281,36,0,8,34,0,8
19876103,4,0,9,2,0,9
19880225,4,0,9,6,0,9
19880499,31,0,8,9,0,9
19880833,15,0,8,28,0,8
19881709,41,0,8,46,0,8
19884889,17,0,8,16,0,8
19885343,5,9,9,27,24,5
19886145,39,0,8,52,0,8
19887193,43,21,5,57,34,5
19887581,81,0,6,79,0,6
19887861,59,0,8,63,0,6
19888025,14,0,8,20,0,8
19888253,13,0,8,8,0,9
19889341,20,0,8,7,0,9
19889597,10,0,8,66,0,6
19889923,10,0,8,6,0,9
19895313,22,0,8,31,0,8
19897329,4,0,9,11,0,8
19897613,30,0,8,35,0,8
19899833,14,0,8,8,0,9
19901911,4,0,9,7,0,9
19902899,NULL,NULL,NULL,2,0,9
19903819,12,0,8,14,0,8
19904507,32,0,8,54,38,5
19905125,53,0,8,56,0,8
19905229,8,0,9,21,0,8
19905547,4,0,9,3,0,9
19905823,15,0,8,19,0,8
19905853,73,0,6,78,0,6
19906807,11,0,8,6,0,9
19907669,8,0,9,4,0,9
19910405,NULL,NULL,NULL,2,0,9
19911801,78,0,6,53,0,8
19911823,87,0,6,45,0,8
19912845,56,0,8,47,0,8
19914115,44,0,8,49,0,8
19915371,10,28,5,13,28,5
19918849,62,0,6,59,0,8
19919763,68,12,3,59,14,5
19920299,4,0,9,13,10,5
19922195,5,0,9,18,0,8
19927143,9,0,9,3,0,9
19929565,4,0,9,4,0,9
19931257,14,0,8,15,0,8
19931591,5,0,9,4,0,9
19933719,11,0,8,6,0,9
19933937,9,0,9,11,0,8
19935015,14,0,8,36,0,8
19939987,4,0,9,3,3,9
19943039,5,0,9,14,0,8
19947627,24,0,8,45,0,8
19949527,74,0,6,66,0,6
19953093,67,28,3,56,32,5
19953979,6,0,9,2,0,9
19954753,12,0,8,13,0,8
19957791,21,0,8,31,0,8
19959051,4,0,9,6,0,9
19959209,5,0,9,2,0,9
19959335,8,0,9,26,0,8
19961433,14,0,8,14,5,8
19962269,70,0,6,64,0,6
19964805,31,0,8,34,5,8
19968515,5,0,9,6,0,9
19968823,74,0,6,31,0,8
19969773,66,0,6,42,17,5
19970215,5,0,9,4,0,9
19970787,11,0,8,25,0,8
19975391,NULL,NULL,NULL,3,0,9
19976285,81,0,6,81,0,6
19977497,39,0,8,30,0,8
19980117,67,0,6,50,0,8
19980231,52,0,8,29,0,8
19980547,33,0,8,43,0,8
19982413,39,0,8,36,0,8
19984037,16,0,8,34,0,8
19986155,19,0,8,8,0,9
19986473,66,0,6,75,0,6
19987265,13,0,8,25,0,8
19987903,7,0,9,4,0,9
19989257,28,0,8,15,0,8
19991995,4,0,9,12,0,8
19991999,59,0,8,57,0,8
19993861,13,0,8,5,0,9
19994281,87,0,6,64,0,6
19997977,82,0,6,83,0,6
19998115,4,0,9,3,0,9
19998353,4,0,9,9,0,9
19999397,4,0,9,3,0,9
19999433,5,0,9,2,0,9
20000451,14,0,8,24,0,8
20002049,35,0,8,28,0,8
20002469,13,0,8,4,0,9
20011095,43,0,8,51,0,8
20011163,4,0,9,3,0,9
20013619,33,0,8,61,0,6
20013727,5,0,9,28,0,8
20013929,50,0,8,57,0,8
20014307,NULL,NULL,NULL,2,0,9
20016905,38,0,8,33,0,8
20017175,85,0,6,56,0,8
20018893,10,0,8,24,0,8
20022231,NULL,NULL,NULL,14,0,8
20022275,4,0,9,6,0,9
20022755,9,0,9,22,0,8
20023427,45,0,8,28,0,8
20024577,51,0,8,26,0,8
20031169,15,0,8,19,0,8
20031277,4,0,9,7,0,9
20034497,5,0,9,5,0,9
20035407,41,0,8,37,0,8
20035805,NULL,NULL,NULL,7,0,9
20036135,89,0,6,94,0,6
20038893,5,0,9,2,0,9
20041433,6,0,9,6,0,9
20042773,17,0,8,64,0,6
20044517,9,0,9,16,0,8
20045351,5,0,9,3,0,9
20046093,54,0,8,41,0,8
20046213,5,0,9,6,0,9
20046437,27,0,8,50,0,8
20046917,15,0,8,20,0,8
20050693,4,0,9,25,0,8
20051397,17,0,8,14,0,8
20053807,9,0,9,14,0,8
20055705,4,0,9,2,0,9
20056643,15,0,8,17,0,8
20059853,55,0,8,64,0,6
20060849,4,0,9,3,0,9
20063927,11,0,8,8,0,9
20065569,36,0,8,20,0,8
20066475,10,0,8,12,0,8
20067383,15,0,8,9,0,9
20072337,28,0,8,8,0,9
20073385,4,0,9,6,0,9
20078055,4,0,9,24,0,8
20079211,57,0,8,22,0,8
20079605,88,0,6,85,10,3
20079965,80,0,6,81,0,6
20080791,52,0,8,64,0,6
20081727,16,0,8,15,0,8
20081829,10,0,8,3,0,9
20083681,12,0,8,7,0,9
20084709,16,0,8,27,0,8
20084891,68,0,6,77,0,6
20089087,23,0,8,36,10,5
20092373,54,0,8,37,0,8
20092797,26,0,8,22,0,8
